Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
30.0,Female,India,Mumbai,9.1,7.0,30.5,9.3,67.7,2.0,7.800000000000001,163.08,77.0,96.84,8.0,1.1,9.0,2.0,,12.6,,844.21,1781.0,1,Q4
42.0,Female,India,Bangalore,3.6,13.0,34.1,7.8,39.9,5.0,14.0,116.92,132.0,25.7,,16.3,10.0,1.0,29.8,21.3,2.0,1958.03,1010.0,1,Q1
27.0,Female,Australia,Sydney,2.0,17.0,25.7,8.3,44.9,11.0,9.0,124.8,68.0,42.4,15.1,19.8,6.0,7.0,,16.5,3.0,980.35,,1,Q1
38.0,Male,Germany,Munich,2.5,0.0,13.7,2.7,62.5,1.0,4.0,65.37,69.0,59.9,18.7,10.3,8.0,0.0,6.7,8.9,2.0,253.16,,1,Q1
41.0,Male,USA,Los Angeles,2.6,0.0,13.0,1.2,84.8,1.0,6.0,106.64,11.0,9.7,5.3,2.9,8.0,0.0,0.0,10.1,2.0,713.48,545.0,1,Q1
36.0,Male,USA,Houston,3.6,14.0,31.7,9.4,66.9,3.0,14.0,200.37,48.0,58.5,6.8,7.1,6.0,7.0,12.4,11.0,2.0,3124.93,0.0,1,Q2
38.0,Male,USA,Houston,3.6,12.0,24.7,10.6,55.6,,7.0,126.02,24.0,48.6,2.2,10.6,4.0,3.0,39.4,10.5,3.0,709.05,1983.0,1,Q3
21.0,Male,UK,Glasgow,2.4,17.0,29.5,8.3,66.2,2.0,8.0,102.06,8.0,19.4,8.4,36.9,6.0,2.0,23.5,10.1,1.0,759.43,392.0,1,Q1
52.0,Male,Canada,Montreal,3.5,0.0,,4.0,76.9,0.0,6.0,95.42,8.0,41.9,1.6,8.3,17.0,0.0,5.1,3.5,1.0,582.57,657.0,1,Q3
24.0,Male,USA,Phoenix,3.6,11.0,28.6,8.2,62.3,6.0,16.0,111.33,7.0,11.2,2.1,20.9,3.0,,34.5,21.2,2.0,1869.92,2351.0,1,Q1
,Male,USA,Los Angeles,1.2,10.0,29.4,5.5,75.2,,14.0,142.11,65.0,,2.5,17.1,,2.0,0.0,12.6,1.0,2041.66,2341.0,1,Q3
36.0,Male,USA,Houston,3.9,14.0,31.8,8.6,57.5,11.0,13.0,133.72,18.0,53.5,4.2,7.1,7.0,2.0,44.4,24.2,3.0,1901.32,2468.0,1,Q3
55.0,Female,USA,Chicago,2.8,6.0,22.0,7.6,75.6,2.0,4.0,131.36,29.0,44.4,4.2,0.0,8.0,1.0,7.7,4.1,3.0,493.18,321.0,1,Q3
28.0,Male,Germany,Cologne,3.8,5.0,12.5,5.9,89.3,2.0,18.2,184.27,11.0,91.32,10.7,5.6,7.0,3.0,,,,2565.19,,1,Q4
36.0,Male,Germany,Cologne,2.3,0.0,15.6,3.4,85.5,0.0,2.0,165.11,87.0,,2.6,0.0,14.0,0.0,0.0,13.0,4.0,352.83,919.0,1,Q1
24.0,Female,USA,Chicago,1.9,22.0,38.5,11.5,31.1,6.0,15.0,212.28,23.0,9.4,10.7,34.0,2.0,3.0,19.8,31.7,1.0,3581.77,3159.0,1,Q3
43.0,Male,USA,Phoenix,0.5,13.0,18.3,3.9,55.7,4.0,10.0,188.59,19.0,67.6,5.8,7.5,7.0,2.0,0.0,8.5,1.0,2105.06,2401.0,1,Q1
56.0,Female,Canada,Vancouver,6.4,11.0,30.9,10.8,52.3,1.0,15.0,39.06,22.0,64.4,4.0,33.4,3.0,5.0,65.2,27.5,3.0,596.73,820.0,1,Q2
18.0,Male,Australia,Melbourne,3.6,17.0,32.4,,25.1,5.0,20.8,233.72,25.0,28.68,13.2,27.9,3.0,3.0,,13.9,4.0,3126.78,2165.0,1,Q4
31.0,Male,USA,Chicago,1.3,3.0,20.2,2.6,80.8,0.0,6.0,68.21,22.0,63.2,2.4,,8.0,1.0,6.8,16.0,2.0,354.14,1405.0,1,Q3
21.0,Male,Australia,Adelaide,4.6,1.0,18.8,4.8,80.2,0.0,6.0,165.09,9.0,14.1,3.8,3.1,10.0,0.0,,,4.0,1154.44,737.0,1,Q2
27.0,Female,Canada,Ottawa,4.8,17.0,33.6,7.8,57.8,4.0,19.5,137.7,36.0,15.839999999999998,0.9,26.7,8.0,2.0,62.0,22.2,1.0,2122.39,3816.0,1,Q4
41.0,Male,USA,Phoenix,10.0,0.0,18.7,6.4,73.9,3.0,6.5,154.39,17.0,19.2,13.9,21.4,7.0,1.0,0.0,8.4,2.0,847.67,2201.0,1,Q4
28.0,Female,USA,Chicago,2.4,4.0,12.1,6.7,68.3,3.0,2.0,74.69,11.0,4.9,1.4,,8.0,0.0,,15.8,3.0,122.54,679.0,1,Q1
32.0,Male,India,Delhi,1.9,1.0,16.7,2.2,54.1,1.0,5.0,144.38,132.0,61.2,3.3,15.9,5.0,1.0,16.0,16.3,1.0,795.22,1519.0,1,Q2
,Male,UK,Birmingham,2.3,14.0,28.3,8.1,57.9,4.0,14.0,156.9,42.0,10.7,1.2,7.8,7.0,3.0,31.5,17.2,2.0,2591.44,2106.0,1,Q1
44.0,Male,Australia,Brisbane,2.3,0.0,17.0,5.4,66.2,0.0,2.6,77.54,33.0,108.36,3.9,13.1,,2.0,18.8,12.4,5.0,176.32,1126.0,1,Q4
31.0,Female,Canada,Toronto,1.0,0.0,4.1,1.5,68.8,1.0,7.0,95.34,22.0,27.3,5.1,1.7,9.0,0.0,,11.9,2.0,564.48,0.0,1,Q2
34.0,Female,USA,New York,2.8,1.0,23.8,1.9,65.2,1.0,3.0,213.63,,48.0,2.6,0.0,12.0,0.0,8.6,14.1,2.0,680.16,778.0,1,Q2
44.0,Female,Australia,Adelaide,3.3,0.0,5.2,3.9,69.2,0.0,2.0,165.52,13.0,10.9,14.0,11.1,9.0,0.0,0.0,8.8,3.0,292.51,0.0,1,Q3
,Male,Japan,Yokohama,1.0,2.0,19.7,7.7,74.5,0.0,5.0,159.86,28.0,67.1,15.0,0.0,8.0,1.0,17.1,5.8,2.0,655.99,0.0,1,Q3
32.0,Female,Canada,Montreal,3.0,12.0,25.7,5.6,64.9,0.0,10.0,187.97,72.0,79.6,16.2,2.0,9.0,3.0,20.6,16.8,2.0,1927.83,1627.0,1,Q2
33.0,Female,Japan,Kyoto,1.9,0.0,5.4,2.5,63.0,1.0,6.0,162.09,31.0,23.8,3.4,0.0,13.0,0.0,10.7,,2.0,1012.87,2100.0,1,Q3
38.0,Female,UK,Leeds,3.5,7.0,29.8,7.5,48.7,5.0,12.0,159.35,0.0,28.3,6.3,44.5,7.0,4.0,33.9,20.2,3.0,2016.21,,1,Q3
19.0,Female,Australia,Perth,0.7,0.0,13.3,1.9,85.6,1.0,4.0,112.91,,71.3,4.3,4.7,10.0,,16.7,,2.0,363.45,3126.0,1,Q2
45.0,Female,Canada,Vancouver,2.3,4.0,15.6,5.3,66.1,1.0,9.0,115.31,82.0,2.0,5.3,10.6,9.0,1.0,7.2,12.1,2.0,1221.55,1232.0,1,Q2
18.0,Female,USA,Phoenix,5.2,11.0,24.6,5.0,52.7,2.0,8.0,131.16,48.0,16.0,2.7,24.9,8.0,2.0,,,5.0,1022.35,903.0,1,Q3
42.0,Male,UK,Manchester,4.2,25.0,40.5,13.0,49.4,9.0,18.2,156.9,4.0,30.6,6.4,49.6,6.0,4.0,48.2,21.9,2.0,2436.07,,1,Q4
39.0,Male,USA,New York,2.1,0.0,17.8,,67.6,1.0,4.0,174.65,4.0,42.6,8.4,3.1,8.0,1.0,0.0,7.9,3.0,818.57,938.0,1,Q2
53.0,Male,India,Mumbai,1.8,2.0,5.7,,61.3,0.0,3.0,95.34,52.0,42.4,2.4,9.7,11.0,0.0,0.0,3.5,1.0,323.12,2100.0,1,Q1
28.0,Other,USA,Chicago,8.3,5.0,11.2,6.9,51.2,2.0,5.2,108.87,58.0,,3.4,,13.0,2.0,16.3,9.7,3.0,492.35,,1,Q4
39.0,Female,Japan,Osaka,1.9,5.0,17.2,,71.0,3.0,8.0,44.49,44.0,10.4,9.2,2.1,7.0,4.0,0.0,12.6,2.0,419.0,1451.0,1,Q3
25.0,Male,Canada,Vancouver,3.1,2.0,9.4,4.5,60.1,0.0,3.0,104.7,97.0,40.2,6.3,8.2,6.0,1.0,0.0,8.0,2.0,347.03,642.0,1,Q2
40.0,Female,USA,Los Angeles,2.3,17.0,34.9,12.1,34.0,6.0,21.0,107.61,1.0,55.8,4.1,19.1,8.0,,39.7,24.1,1.0,1892.37,1768.0,1,Q1
32.0,Male,UK,Birmingham,4.3,12.0,22.4,5.9,81.9,4.0,11.7,93.18,26.0,53.16,14.9,6.2,12.0,3.0,,8.5,1.0,773.92,1630.0,1,Q4
34.0,Male,Canada,Calgary,2.3,0.0,11.6,3.4,70.5,0.0,5.0,93.02,51.0,24.0,3.2,0.0,7.0,0.0,0.0,1.7,1.0,382.85,453.0,1,Q1
,Male,USA,Houston,0.6,1.0,18.4,7.1,82.3,0.0,6.0,134.76,46.0,29.2,6.2,25.9,8.0,0.0,18.1,2.2,2.0,703.25,0.0,1,Q3
29.0,Female,Japan,Tokyo,3.7,19.0,34.2,9.8,53.1,9.0,20.8,183.05,20.0,79.08,4.9,32.7,6.0,,,27.4,3.0,2542.34,2002.0,1,Q4
37.0,Female,USA,Los Angeles,2.1,11.0,25.0,13.5,41.2,,13.0,126.27,12.0,22.1,10.5,32.0,9.0,3.0,2.5,27.0,1.0,1959.42,5251.0,1,Q1
24.0,Female,Canada,Toronto,2.9,8.0,20.7,6.9,62.5,5.0,10.0,191.35,19.0,18.8,0.4,27.2,3.0,3.0,0.0,,2.0,1948.94,958.0,1,Q1
42.0,Female,USA,Los Angeles,5.4,14.0,21.6,4.8,78.7,3.0,9.0,174.47,98.0,45.7,14.0,0.0,6.0,0.0,36.9,11.2,1.0,1723.61,381.0,1,Q1
34.0,Male,USA,New York,3.1,2.0,18.5,7.5,62.7,4.0,9.1,184.78,85.0,13.56,2.7,2.5,9.0,,30.5,19.3,3.0,1456.84,0.0,1,Q4
43.0,Female,UK,Birmingham,2.7,1.0,,4.2,69.2,0.0,7.0,82.07,5.0,54.8,4.5,0.0,8.0,0.0,0.0,10.4,3.0,664.27,,1,Q1
37.0,Female,Germany,Frankfurt,2.8,16.0,45.2,,43.8,6.0,18.0,82.6,80.0,52.3,0.3,31.0,3.0,6.0,79.9,38.3,2.0,1606.34,3100.0,1,Q3
39.0,Female,UK,London,2.2,11.0,32.8,10.2,33.1,8.0,17.0,222.58,70.0,56.7,12.2,55.8,6.0,5.0,43.3,26.8,1.0,3433.08,2439.0,1,Q1
57.0,Female,USA,Phoenix,3.6,8.0,23.6,8.0,55.5,6.0,13.0,73.05,175.0,,4.1,10.0,9.0,0.0,,6.6,4.0,1102.57,,1,Q3
19.0,Female,Canada,Toronto,2.6,3.0,20.2,7.6,58.4,3.0,20.0,149.01,97.0,16.3,16.3,12.7,5.0,1.0,0.1,19.8,2.0,2945.56,3252.0,1,Q1
37.0,Female,USA,Phoenix,2.5,3.0,15.8,8.0,58.2,0.0,9.0,113.94,11.0,18.9,24.7,15.6,9.0,1.0,0.0,16.7,1.0,991.92,,1,Q2
40.0,Female,India,Bangalore,0.6,4.0,21.8,4.9,87.7,2.0,6.5,81.76,3.0,87.48,10.0,,3.0,,10.5,,4.0,442.81,781.0,1,Q4
45.0,Male,USA,Houston,5.3,17.0,39.2,15.8,48.4,8.0,17.0,164.71,42.0,32.7,2.4,19.6,7.0,9.0,52.0,,1.0,3208.95,2970.0,1,Q2
,Male,UK,Manchester,0.5,6.0,19.8,4.9,66.2,2.0,7.0,163.23,6.0,43.4,9.3,5.2,4.0,1.0,38.9,12.5,3.0,972.72,1382.0,1,Q2
40.0,Female,USA,Los Angeles,1.6,4.0,10.6,4.6,54.4,2.0,9.1,212.17,55.0,27.72,13.3,7.6,8.0,1.0,0.0,12.1,2.0,1318.52,0.0,1,Q4
37.0,Male,Canada,Ottawa,3.6,1.0,,3.4,76.0,0.0,18.2,43.31,46.0,54.24,5.1,12.4,7.0,0.0,,0.0,2.0,603.68,2054.0,1,Q4
21.0,Female,India,Mumbai,1.4,0.0,,,93.6,0.0,3.0,83.94,13.0,79.6,11.7,0.0,6.0,3.0,18.2,14.1,1.0,264.22,1227.0,1,Q1
26.0,Female,USA,Chicago,8.5,0.0,20.9,3.5,74.7,2.0,2.0,59.94,84.0,92.0,1.7,,9.0,0.0,0.0,8.6,3.0,96.51,0.0,1,Q1
55.0,Male,Germany,Frankfurt,0.5,10.0,,5.1,63.2,3.0,14.3,146.61,132.0,31.08,2.4,27.7,10.0,1.0,10.5,21.4,,1651.5,2205.0,1,Q4
18.0,Other,France,Nice,2.7,2.0,11.3,8.6,67.1,2.0,2.0,95.88,71.0,20.3,4.5,16.2,8.0,0.0,20.2,7.9,4.0,155.74,914.0,1,Q1
46.0,Male,Canada,Vancouver,3.4,0.0,13.3,7.8,75.7,,9.1,64.8,49.0,16.8,0.9,6.1,8.0,1.0,0.0,10.4,3.0,505.37,0.0,1,Q4
40.0,Female,UK,London,7.7,8.0,15.1,5.0,50.1,7.0,13.0,163.66,96.0,30.1,11.0,20.1,9.0,2.0,15.9,29.9,3.0,1960.9,1851.0,1,Q3
18.0,Female,Germany,Berlin,3.5,3.0,26.8,4.0,72.0,2.0,12.0,145.11,,68.9,12.1,20.3,8.0,1.0,,5.7,2.0,1555.2,1298.0,1,Q1
24.0,Male,France,Toulouse,6.2,31.0,43.3,,29.0,11.0,21.0,140.15,61.0,27.4,,51.5,3.0,8.0,85.0,32.0,2.0,3166.08,2679.0,1,Q1
43.0,Male,USA,Los Angeles,3.2,13.0,25.6,8.1,49.9,9.0,12.0,109.67,44.0,23.7,6.5,13.3,5.0,2.0,28.5,26.5,2.0,1416.37,1656.0,1,Q1
29.0,Female,India,Bangalore,6.1,15.0,30.7,9.5,60.2,11.0,20.8,159.68,4.0,31.2,7.8,37.2,9.0,4.0,52.0,26.5,3.0,2318.6,2636.0,1,Q4
25.0,Male,Canada,Montreal,2.0,4.0,13.1,5.8,83.6,2.0,4.0,159.05,37.0,19.9,0.8,0.0,3.0,0.0,15.6,5.1,1.0,629.91,1427.0,1,Q3
31.0,Male,USA,Los Angeles,1.0,7.0,15.6,5.5,47.8,2.0,11.7,183.31,79.0,28.8,3.6,8.9,6.0,3.0,0.0,16.0,3.0,1900.4,1579.0,1,Q4
46.0,Female,UK,Glasgow,2.1,14.0,13.9,11.3,58.5,3.0,11.0,201.12,17.0,,5.8,0.0,8.0,2.0,9.5,17.3,5.0,2291.61,601.0,1,Q1
44.0,Female,Australia,Brisbane,3.6,10.0,,5.9,83.1,1.0,6.0,158.02,10.0,10.1,8.2,2.7,6.0,,,12.3,1.0,950.64,,1,Q3
60.0,Female,Germany,Cologne,1.4,11.0,25.1,9.4,61.9,5.0,9.0,242.43,41.0,63.2,11.2,13.2,6.0,3.0,,14.4,3.0,1911.26,3185.0,1,Q3
30.0,Female,USA,Houston,4.6,0.0,,1.0,82.9,1.0,10.0,170.58,26.0,24.0,2.3,8.0,7.0,0.0,17.1,14.4,,1661.61,,1,Q2
21.0,Female,India,Chennai,2.5,6.0,36.9,8.8,25.9,10.0,22.0,103.64,51.0,81.9,5.1,27.4,6.0,3.0,47.5,21.0,1.0,2367.92,2179.0,1,Q1
37.0,Male,Germany,Berlin,3.0,1.0,10.0,,65.0,0.0,6.0,85.05,45.0,42.0,18.0,6.4,3.0,,,13.8,2.0,568.68,0.0,1,Q1
31.0,Male,Canada,Montreal,1.0,0.0,15.5,9.4,84.7,1.0,9.1,111.59,24.0,73.92,3.1,4.8,5.0,2.0,0.0,11.5,2.0,744.78,0.0,1,Q4
34.0,Male,Australia,Melbourne,3.2,7.0,20.8,5.8,79.7,2.0,9.0,144.19,55.0,70.5,,,7.0,6.0,,,2.0,1202.61,1078.0,1,Q1
27.0,Female,USA,Phoenix,4.6,8.0,34.9,8.1,55.7,5.0,18.2,76.01,29.0,95.76,7.0,16.2,7.0,,55.8,31.8,,958.56,1094.0,1,Q4
23.0,Female,Germany,Cologne,1.5,10.0,40.9,11.8,58.3,8.0,12.0,145.08,24.0,51.0,4.8,27.7,7.0,2.0,65.1,,1.0,2030.88,3278.0,1,Q3
66.0,Female,USA,Chicago,0.8,0.0,,4.4,82.0,0.0,7.800000000000001,138.66,6.0,12.239999999999998,7.0,3.0,12.0,1.0,19.3,,4.0,751.06,1374.0,1,Q4
,Female,Japan,Tokyo,6.3,12.0,30.0,,44.9,4.0,28.6,115.65,6.0,44.64,7.6,26.5,9.0,,,23.8,1.0,2770.64,1630.0,1,Q4
28.0,Male,USA,Chicago,3.0,19.0,34.5,10.1,50.4,7.0,14.0,100.13,,7.9,1.0,23.3,2.0,2.0,24.6,29.7,5.0,1379.4,2425.0,1,Q3
52.0,Male,Japan,Kyoto,2.9,23.0,30.3,7.8,32.9,1.0,19.0,105.62,4.0,21.7,3.2,33.2,7.0,6.0,59.7,30.8,3.0,2142.32,,1,Q1
45.0,Male,USA,Houston,4.4,12.0,28.3,6.8,67.3,3.0,6.0,130.68,76.0,23.1,24.6,5.4,7.0,0.0,25.3,15.1,1.0,836.04,1378.0,1,Q3
53.0,Male,USA,Houston,2.3,17.0,34.7,8.1,43.4,6.0,22.1,147.23,9.0,74.64,6.3,33.9,7.0,7.0,25.1,26.4,4.0,2609.44,1287.0,1,Q4
46.0,Female,Canada,Vancouver,0.5,9.0,,8.8,84.8,3.0,5.0,83.68,11.0,43.8,14.9,7.2,5.0,2.0,16.6,3.2,3.0,439.77,795.0,1,Q3
49.0,Male,Germany,Munich,1.0,16.0,35.3,16.3,26.6,8.0,18.0,138.77,99.0,40.4,,37.9,7.0,,43.7,23.1,3.0,2252.05,4175.0,1,Q2
33.0,Male,Germany,Frankfurt,1.9,15.0,16.2,6.8,83.9,1.0,7.0,83.88,67.0,38.8,1.4,15.0,4.0,1.0,,13.7,4.0,471.73,1178.0,1,Q1
36.0,Male,Australia,Brisbane,0.9,6.0,16.0,10.2,66.1,1.0,6.0,145.34,58.0,42.7,3.2,8.1,8.0,1.0,,,2.0,1037.51,2466.0,1,Q2
38.0,Female,Japan,Kyoto,0.8,0.0,13.3,1.0,71.5,,9.1,102.16,,9.24,5.9,0.0,8.0,0.0,0.0,13.3,2.0,753.32,1435.0,1,Q4
,Female,Canada,Toronto,3.0,9.0,12.3,6.5,79.2,4.0,5.0,120.15,9.0,48.4,1.5,0.6,4.0,1.0,0.0,16.6,1.0,673.1,1318.0,1,Q1
24.0,Male,USA,Los Angeles,5.2,13.0,40.9,12.1,43.6,8.0,13.0,122.13,1.0,24.6,3.3,42.5,3.0,2.0,,27.6,3.0,1304.03,1164.0,1,Q2
42.0,Male,USA,Houston,2.2,5.0,16.7,3.6,67.5,3.0,9.1,95.72,79.0,,7.8,1.1,4.0,1.0,12.4,,3.0,557.82,,1,Q4
26.0,Male,Japan,Kyoto,1.0,0.0,12.8,2.5,77.1,0.0,3.9,86.54,15.0,56.88,4.6,3.6,7.0,0.0,,16.0,1.0,249.7,0.0,1,Q4
23.0,Male,UK,Manchester,2.4,1.0,14.1,1.1,72.0,3.0,7.800000000000001,58.28,68.0,32.16,4.5,4.5,4.0,2.0,32.5,6.8,4.0,404.76,0.0,1,Q4
18.0,Female,Canada,Montreal,2.7,23.0,49.4,17.0,35.2,10.0,37.7,126.14,,55.440000000000005,8.2,42.0,4.0,5.0,40.3,31.4,3.0,3459.92,4434.0,1,Q4
40.0,Female,USA,New York,7.3,7.0,,5.9,79.8,3.0,5.0,69.29,22.0,3.7,,0.0,,2.0,25.6,5.4,4.0,385.49,614.0,1,Q3
23.0,Female,UK,Manchester,1.0,12.0,34.6,12.2,50.3,1.0,23.4,43.85,14.0,23.04,15.8,11.2,2.0,2.0,32.2,26.7,3.0,766.81,3904.0,1,Q4
35.0,Female,UK,Birmingham,0.9,13.0,39.0,11.0,53.2,8.0,15.0,149.2,38.0,31.3,8.9,19.4,6.0,,35.9,27.2,3.0,2605.66,2876.0,1,Q2
24.0,Male,Germany,Cologne,8.8,22.0,20.2,,63.4,4.0,16.0,146.5,6.0,2.8,2.9,19.0,4.0,3.0,,22.4,1.0,2719.29,3171.0,1,Q3
38.0,Female,USA,Phoenix,2.0,12.0,,,65.4,1.0,4.0,134.78,61.0,35.0,7.0,1.5,11.0,0.0,27.7,7.8,4.0,568.88,2450.0,1,Q2
45.0,Female,USA,New York,1.3,7.0,,1.0,61.7,0.0,3.0,59.61,27.0,48.5,2.1,0.0,11.0,0.0,0.0,,2.0,205.97,1071.0,1,Q2
35.0,Female,USA,Chicago,1.2,21.0,44.9,14.0,35.9,5.0,21.0,154.5,15.0,50.7,7.4,28.4,6.0,4.0,,30.9,4.0,3881.75,3522.0,1,Q1
,Male,Japan,Kyoto,2.7,0.0,6.9,2.4,70.3,0.0,18.2,89.2,36.0,,3.5,5.8,8.0,0.0,,7.1,4.0,1477.2,341.0,1,Q4
45.0,Female,USA,Phoenix,4.9,14.0,,8.1,65.1,6.0,15.6,161.37,7.0,63.35999999999999,5.5,25.8,6.0,,,16.2,4.0,2031.63,2279.0,1,Q4
51.0,Male,Germany,Berlin,0.5,7.0,23.0,9.8,57.7,1.0,17.0,135.35,6.0,17.6,0.5,13.6,9.0,1.0,,8.9,1.0,2158.21,,1,Q3
37.0,Male,USA,New York,5.0,5.0,17.0,3.0,81.5,0.0,8.0,146.67,,28.6,2.6,13.0,6.0,1.0,,16.4,1.0,1290.31,147.0,1,Q2
26.0,Male,France,Paris,3.5,30.0,42.0,13.9,39.9,8.0,16.0,173.13,43.0,60.0,13.2,27.4,7.0,3.0,14.0,33.9,3.0,3007.48,,1,Q1
22.0,Female,France,Marseille,5.2,2.0,21.5,1.5,75.0,,8.0,42.26,60.0,36.7,2.5,3.2,12.0,2.0,0.0,10.4,2.0,395.04,1369.0,1,Q1
28.0,Female,UK,Glasgow,2.2,6.0,12.8,,62.9,,5.2,120.45,73.0,40.8,2.0,,7.0,1.0,13.7,0.5,1.0,488.45,0.0,1,Q4
29.0,Female,France,Lyon,4.0,11.0,28.8,9.7,43.3,8.0,20.0,119.03,,29.5,1.5,21.9,4.0,2.0,29.6,24.7,2.0,2855.73,,1,Q1
28.0,Female,USA,Los Angeles,1.1,8.0,,2.6,64.1,0.0,3.0,109.34,45.0,53.7,4.6,0.0,11.0,0.0,0.0,10.0,3.0,296.06,0.0,1,Q2
18.0,Female,USA,Houston,3.4,24.0,39.8,,32.9,10.0,27.3,75.9,10.0,25.68,6.1,38.1,6.0,4.0,68.1,39.2,3.0,1738.08,2554.0,1,Q4
39.0,Male,USA,Phoenix,10.0,3.0,22.4,8.3,74.3,1.0,9.0,140.21,22.0,74.4,7.4,16.2,8.0,0.0,14.0,16.5,,1243.02,1757.0,1,Q1
33.0,Female,Germany,Cologne,2.6,6.0,2.4,3.4,87.7,0.0,2.6,140.01,45.0,,18.9,0.0,1.0,,0.0,0.5,2.0,227.06,292.0,1,Q4
45.0,Male,USA,New York,5.1,22.0,34.6,15.0,58.0,9.0,12.0,105.04,18.0,,8.8,21.9,4.0,6.0,31.5,14.1,2.0,1124.14,2479.0,1,Q3
55.0,Female,India,Delhi,0.6,3.0,20.6,7.8,55.7,0.0,7.800000000000001,145.16,123.0,,10.1,7.3,9.0,1.0,16.8,10.0,1.0,1013.87,788.0,1,Q4
44.0,Male,USA,Houston,3.6,10.0,15.9,3.4,100.0,0.0,2.0,108.35,71.0,48.7,,3.0,5.0,2.0,0.0,18.7,2.0,259.15,1797.0,1,Q1
36.0,Female,UK,Glasgow,4.1,5.0,,9.8,72.0,,11.0,162.91,42.0,7.7,0.6,38.1,2.0,2.0,13.9,15.1,3.0,2140.3,,1,Q2
56.0,Female,UK,London,1.0,10.0,30.5,10.0,63.0,4.0,14.0,140.3,2.0,39.8,9.0,17.6,6.0,2.0,,25.0,3.0,1905.05,2911.0,1,Q3
20.0,Female,USA,Houston,4.8,28.0,41.5,8.0,48.8,10.0,24.0,56.66,22.0,23.8,5.0,23.5,4.0,4.0,48.6,20.1,3.0,1419.17,2926.0,1,Q2
18.0,Female,UK,Manchester,5.6,22.0,24.7,13.2,49.9,3.0,19.0,170.26,11.0,57.7,7.8,25.4,8.0,3.0,0.0,25.0,2.0,2942.41,2346.0,1,Q3
32.0,Male,UK,London,1.4,11.0,15.2,6.1,79.4,3.0,6.0,116.47,56.0,11.3,2.4,3.3,8.0,3.0,0.0,19.3,4.0,590.46,271.0,1,Q1
41.0,Male,India,Delhi,6.5,15.0,19.3,7.4,62.4,5.0,22.1,139.01,34.0,12.48,2.0,10.0,9.0,2.0,28.5,15.9,1.0,2125.27,1760.0,1,Q4
46.0,Other,USA,Houston,3.6,11.0,25.2,3.6,81.5,4.0,6.0,56.58,30.0,68.2,4.2,0.0,7.0,3.0,0.0,19.1,,278.97,635.0,1,Q2
48.0,Male,USA,Phoenix,5.4,15.0,38.9,9.4,60.8,6.0,13.0,119.17,2.0,,3.7,29.3,7.0,1.0,17.6,20.7,3.0,1718.61,2860.0,1,Q2
20.0,Male,USA,Los Angeles,1.2,15.0,15.9,6.1,68.3,2.0,6.5,126.68,15.0,22.08,7.9,18.2,5.0,2.0,24.4,12.2,3.0,753.97,1110.0,1,Q4
18.0,Other,USA,Los Angeles,1.5,10.0,30.7,12.0,59.7,6.0,15.0,98.46,13.0,19.9,8.6,24.6,7.0,8.0,,32.7,2.0,1702.59,2614.0,1,Q1
,Female,Canada,Ottawa,0.6,8.0,17.3,6.6,80.5,2.0,14.3,92.87,45.0,43.8,,4.6,5.0,2.0,20.4,15.7,,1083.31,806.0,1,Q4
56.0,Female,Canada,Ottawa,1.7,6.0,15.1,9.1,60.2,2.0,10.0,95.59,8.0,46.0,3.3,,9.0,1.0,18.9,12.8,2.0,864.05,2071.0,1,Q3
,Female,France,Lyon,1.8,9.0,6.3,,81.4,1.0,5.2,119.19,7.0,17.4,0.2,10.0,6.0,1.0,25.6,3.9,3.0,516.76,,1,Q4
46.0,Female,Canada,Ottawa,1.6,3.0,,3.6,86.2,,10.4,135.6,21.0,19.32,7.6,17.6,6.0,0.0,50.1,8.6,1.0,1245.73,1400.0,1,Q4
52.0,Female,France,Paris,2.2,8.0,17.3,4.6,99.6,0.0,4.0,131.37,40.0,33.7,10.9,0.0,9.0,2.0,6.7,12.2,1.0,523.04,1300.0,1,Q1
35.0,Male,USA,New York,0.8,11.0,10.8,7.1,69.9,1.0,15.0,154.59,6.0,51.1,5.5,8.4,13.0,1.0,15.1,8.6,1.0,2758.31,0.0,1,Q2
35.0,Female,Australia,Adelaide,3.1,0.0,19.8,4.4,78.2,1.0,6.0,110.27,,50.1,10.4,0.0,8.0,0.0,28.6,15.6,3.0,683.7,1831.0,1,Q1
18.0,Female,Canada,Montreal,2.5,11.0,14.9,2.9,72.4,2.0,6.0,148.65,9.0,21.0,5.1,28.9,8.0,1.0,18.7,6.2,4.0,864.78,382.0,1,Q1
61.0,Male,France,Paris,6.4,7.0,29.5,3.5,77.6,0.0,2.0,76.31,7.0,5.8,7.0,0.0,7.0,0.0,20.2,,3.0,153.51,0.0,1,Q2
23.0,Female,USA,Chicago,4.5,15.0,34.4,16.0,35.3,8.0,18.2,74.48,28.0,29.28,16.2,22.6,3.0,6.0,53.7,29.8,3.0,1244.57,3422.0,1,Q4
